Agency,Compound,Date,Negative,Neutral,Positive,Text,Tweets Ago
@CBSnews,0.0,Sun Nov 05 18:50:44 +0000 2017,0.0,1.0,0.0,"@CBSNews Not a betting man; but if I were, I would bet 'er year that a Kenyan, Ethiopian, Somalian or a Sudanese wo… https://t.co/43LgTwA4ys",28
@CBSnews,0.0,Sun Nov 05 18:50:43 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",29
@CBSnews,0.0,Sun Nov 05 18:50:42 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",30
@CBSnews,0.0,Sun Nov 05 18:50:42 +0000 2017,0.0,1.0,0.0,@Ahasan_Alif @CBSNews @KENS5 Not here,31
@CBSnews,0.0,Sun Nov 05 18:50:39 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",32
@CBSnews,0.0,Sun Nov 05 18:50:38 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",33
@CBSnews,0.0,Sun Nov 05 18:50:35 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",34
@CBSnews,0.0,Sun Nov 05 18:50:29 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",35
@CBSnews,0.0,Sun Nov 05 18:50:27 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: Six weeks after Hurricane Maria, Puerto Rico is still mostly without electricity https://t.co/U9ovHN5Vgz https://t.co/N69kUvMD…",36
@CBSnews,0.0,Sun Nov 05 18:50:26 +0000 2017,0.0,1.0,0.0,@seekdivinetruth @BerniceKing @NBCNews @CBSNews @FoxNews @ShaunKing @nytimes @NBCBLK @JoyAnnReid @ABCWorldNews… https://t.co/FtIHFGKxLH,37
@CBSnews,0.0,Sun Nov 05 18:50:23 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",38
@CBSnews,0.3412,Sun Nov 05 18:50:22 +0000 2017,0.0,0.882,0.118,RT @CBSNews: White House statement on President Trump's call with Saudi Arabia's King Salman doesn't mention overnight arrests https://t.co…,39
@CBSnews,0.0,Sun Nov 05 18:50:20 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: George H.W. Bush calls President Trump a ""blowhard"" in new book https://t.co/K6cNTffHeH https://t.co/t3U47JzYmm",40
@CBSnews,0.0,Sun Nov 05 18:50:20 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",41
@CBSnews,0.0,Sun Nov 05 18:50:18 +0000 2017,0.0,1.0,0.0,RT @carrieyale: High art: Aerial photography sees a surge in amateurs https://t.co/TdK01Nf9fr via @cbsnews,42
@CBSnews,0.0,Sun Nov 05 18:50:18 +0000 2017,0.0,1.0,0.0,"@KurtSchlichter @townhallcom;@FoxNews;@CBSNews;@NBCNews
Amen.",43
@CBSnews,0.0,Sun Nov 05 18:50:18 +0000 2017,0.0,1.0,0.0,@eucopresident @EUCouncilPress @EUCouncilTVNews @EUCourtPress @BBCWorld @cnni @CBSNews @AlJazeera_World @SkyNews https://t.co/2eefSi0fin,44
@CBSnews,0.0,Sun Nov 05 18:50:17 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",45
@CBSnews,0.0,Sun Nov 05 18:50:16 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",46
@CBSnews,0.0,Sun Nov 05 18:50:14 +0000 2017,0.0,1.0,0.0,@LopaLopes @CBSNews @KENS5 Not this thread.,47
@CBSnews,0.0,Sun Nov 05 18:50:13 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",48
@CBSnews,0.0,Sun Nov 05 18:50:10 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: Six weeks after Hurricane Maria, Puerto Rico is still mostly without electricity https://t.co/U9ovHN5Vgz https://t.co/N69kUvMD…",49
@CBSnews,0.0,Sun Nov 05 18:50:10 +0000 2017,0.0,1.0,0.0,RT @JanHale19: @CBSNews So why was Jared in Saudi Arabia last week again?,50
@CBSnews,0.0,Sun Nov 05 18:50:08 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",51
@CBSnews,0.0,Sun Nov 05 18:50:01 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",52
@CBSnews,0.0,Sun Nov 05 18:50:00 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",53
@CBSnews,0.4926,Sun Nov 05 18:50:00 +0000 2017,0.0,0.556,0.444,@JanHale19 @CBSNews That’s a good question!🤔,54
@CBSnews,0.0,Sun Nov 05 18:49:59 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",55
@CBSnews,0.0,Sun Nov 05 18:49:58 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",56
@CBSnews,0.0,Sun Nov 05 18:49:58 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",57
@CBSnews,-0.4767,Sun Nov 05 18:49:57 +0000 2017,0.437,0.563,0.0,@CBSNews @KENS5 Every goddamn day.,58
@CBSnews,0.0,Sun Nov 05 18:49:56 +0000 2017,0.0,1.0,0.0,RT @CBSNews: Paul Newman's 1968 Daytona Rolex sold for $17.8 million -- the highest price ever paid for a watch at auction https://t.co/Rmv…,59
@CBSnews,0.5719,Sun Nov 05 18:49:55 +0000 2017,0.0,0.837,0.163,"RT @CBSNews: Geoffrey Kamworor of Kenya wins men's New York City Marathon, holding off countryman Wilson Kipsang by 3 seconds: https://t.co…",60
@CBSnews,0.0,Sun Nov 05 18:49:55 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",61
@CBSnews,0.0,Sun Nov 05 18:49:53 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",62
@CBSnews,0.0,Sun Nov 05 18:49:51 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: American soldier in Niger may have been captured by Islamic militants, CBS News has learned https://t.co/9fzCPPp0wh https://t.…",63
@CBSnews,0.0,Sun Nov 05 18:49:50 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",64
@CBSnews,0.0,Sun Nov 05 18:49:50 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",65
@CBSnews,-0.4939,Sun Nov 05 18:49:49 +0000 2017,0.219,0.702,0.079,@CBSNews @KENS5 Top 15 Healthiest Fruits List for Human Body-How to Lose Body Fat-Best Weight Loss Diet 2018 https://t.co/BEaHSMDuLH,66
@CBSnews,0.0,Sun Nov 05 18:49:48 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",67
@CBSnews,0.0,Sun Nov 05 18:49:44 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",68
@CBSnews,0.0,Sun Nov 05 18:49:40 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",69
@CBSnews,0.0,Sun Nov 05 18:49:39 +0000 2017,0.0,1.0,0.0,CBS Hillary collusion .@AP @PBS @nprpolitics @CBSNews @latimes @nytimes @BostonGlobe @sacbee_news @WSJopinion @ABC… https://t.co/Zd68TOgQ9D,70
@CBSnews,0.0,Sun Nov 05 18:49:38 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",71
@CBSnews,0.3182,Sun Nov 05 18:49:38 +0000 2017,0.0,0.905,0.095,"@CNN @FoxNews @MSNBC @NBCNews @CBSNews @ABC If you are in the news business for ratings, get out the business. We need the truth.",72
@CBSnews,0.0,Sun Nov 05 18:49:37 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",73
@CBSnews,0.0,Sun Nov 05 18:49:35 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",74
@CBSnews,0.3382,Sun Nov 05 18:49:33 +0000 2017,0.0,0.676,0.324,RT @SandraFender1: @CBSNews @KENS5 My God!,75
@CBSnews,0.0,Sun Nov 05 18:49:30 +0000 2017,0.0,1.0,0.0,"@CBSNews @KENS5 Looking for photo editing, removing background, photo retouching? Contact https://t.co/alvME3nmKM",76
@CBSnews,0.0,Sun Nov 05 18:49:30 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",77
@CBSnews,0.3382,Sun Nov 05 18:49:29 +0000 2017,0.0,0.556,0.444,@CBSNews @KENS5 My God!,78
@CBSnews,0.0,Sun Nov 05 18:49:27 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",79
@CBSnews,0.0,Sun Nov 05 18:49:27 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",80
@CBSnews,0.0,Sun Nov 05 18:49:23 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",81
@CBSnews,0.0,Sun Nov 05 18:49:21 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",82
@CBSnews,0.0,Sun Nov 05 18:49:20 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",83
@CBSnews,0.0,Sun Nov 05 18:49:17 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",84
@CBSnews,0.0,Sun Nov 05 18:49:15 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",85
@CBSnews,0.0,Sun Nov 05 18:49:15 +0000 2017,0.0,1.0,0.0,Wonder can Springer Dinger QB! @HoustonTexans @astros @CBSNews,86
@CBSnews,0.0,Sun Nov 05 18:49:13 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",87
@CBSnews,0.0,Sun Nov 05 18:49:11 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",88
@CBSnews,0.0,Sun Nov 05 18:49:10 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",89
@CBSnews,0.0,Sun Nov 05 18:49:09 +0000 2017,0.0,1.0,0.0,@CBSNews @KENS5 Must be a day that ends in a Y in America.,90
@CBSnews,0.0,Sun Nov 05 18:49:09 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",91
@CBSnews,0.0,Sun Nov 05 18:49:06 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",92
@CBSnews,0.0,Sun Nov 05 18:49:06 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",93
@CBSnews,0.0,Sun Nov 05 18:49:04 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",94
@CBSnews,0.0,Sun Nov 05 18:49:00 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",95
@CBSnews,0.0,Sun Nov 05 18:48:58 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",96
@CBSnews,0.0,Sun Nov 05 18:48:57 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",97
@CBSnews,0.6908,Sun Nov 05 18:48:56 +0000 2017,0.0,0.749,0.251,"RT @CBSNews: Special counsel Robert Mueller's grand jury is investigating Tony Podesta and Vin Weber, AP reports https://t.co/bcVzmEWprt ht…",98
@CBSnews,0.0,Sun Nov 05 18:48:55 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",99
@CBSnews,0.0,Sun Nov 05 18:48:55 +0000 2017,0.0,1.0,0.0,"RT @CBSNews: DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texas https://t…",100
@CNN,0.0,Sun Nov 05 18:51:23 +0000 2017,0.0,1.0,0.0,@bhabrock12 @KellyannePolls @ReliableSources @brianstelter @CNN This guy reminds me of a beaver chewing on a piece of wood..I don't know why,1
@CNN,0.0,Sun Nov 05 18:51:22 +0000 2017,0.0,1.0,0.0,@pcrafton4 @CNN NEVER? Really?,2
@CNN,-0.4215,Sun Nov 05 18:51:20 +0000 2017,0.318,0.682,0.0,@brianstelter @CNN @ReliableSources Absolute waste of airspace.,3
@CNN,0.1655,Sun Nov 05 18:51:20 +0000 2017,0.147,0.632,0.221,"@Smash_Lunatic @tuc9 @CNN @FareedZakaria I laugh each time I read this lame, false and transparent excuse. I'd like… https://t.co/YQfklR9zqV",4
@CNN,0.4019,Sun Nov 05 18:51:20 +0000 2017,0.168,0.458,0.374,"@AnushayHossain @CNN @KellyannePolls Agree, just stop giving her a platform",5
@CNN,-0.34,Sun Nov 05 18:51:19 +0000 2017,0.234,0.642,0.124,"@DutyOfAPatriot @reallyo1 @CNN @brianstelter It's hilarious and sad that even after all the propaganda made public,… https://t.co/CXS0KRW14v",6
@CNN,0.0,Sun Nov 05 18:51:18 +0000 2017,0.0,1.0,0.0,"RT @CNN: .@brianstelter to Kellyanne Conway: ""Viewers see your pivoting...when I say Russia, you say Clinton"" https://t.co/lc5IdbzAP9",7
@CNN,-0.8402,Sun Nov 05 18:51:17 +0000 2017,0.308,0.692,0.0,"RT @CNN: Sen. Dianne Feinstein urges diplomacy with North Korea: ""The worst alternative is a war which could become nuclear"" https://t.co/9…",8
@CNN,0.0,Sun Nov 05 18:51:17 +0000 2017,0.0,1.0,0.0,"@FuZZ76 @President1Trump @CNN Seen segments where they pull back,show reporters few ft away from ea other, showing… https://t.co/SfNAUZAlv3",9
@CNN,-0.5411,Sun Nov 05 18:51:16 +0000 2017,0.36,0.64,0.0,"@dannythephantum @jq_martinez @PolitiKauza @CNN Stop spreading propaganda! 
You're obviously a tool.",10
@CNN,-0.8016,Sun Nov 05 18:51:16 +0000 2017,0.59,0.41,0.0,@CNN Wtf is wrong with her!? 🙄🙄🙄😒,11
@CNN,-0.6369,Sun Nov 05 18:51:15 +0000 2017,0.189,0.756,0.055,RT @j762556: @CernovichNews @abitx2u @CNN @donnabrazile @HillaryClinton I think hrc told her to stfu or she’d be committing suicide by shoo…,12
@CNN,-0.5106,Sun Nov 05 18:51:15 +0000 2017,0.268,0.732,0.0,@CNN shuuuuut up idiot liberals.  Grown ups are busy #maga.,13
@CNN,0.0,Sun Nov 05 18:51:15 +0000 2017,0.0,1.0,0.0,RT @BlueWaveYes: @Make_the_furfly @DutyOfAPatriot @CNN @brianstelter  https://t.co/KvKurrqOCx,14
@CNN,0.0,Sun Nov 05 18:51:14 +0000 2017,0.0,1.0,0.0,"RT @CNN: .@brianstelter to Kellyanne Conway: ""Viewers see your pivoting...when I say Russia, you say Clinton"" https://t.co/lc5IdbzAP9",15
@CNN,-0.8714,Sun Nov 05 18:51:12 +0000 2017,0.42,0.58,0.0,"RT @CNN: .@FareedZakaria: NY attack ""an isolated incident by one troubled man that shouldn't lead to grand generalizations"" https://t.co/4I…",16
@CNN,-0.0516,Sun Nov 05 18:51:12 +0000 2017,0.136,0.734,0.129,"@CNN Neither did W Bush. W Bush got shoes thrown at him in overseas visit, brought dow Blair,  universal debacle. He loves another Iraq war.",17
@CNN,-0.507,Sun Nov 05 18:51:11 +0000 2017,0.201,0.799,0.0,RT @CNN: The most spectacular abandoned castles around the world https://t.co/DC14SubQJa via @cnntravel https://t.co/ExuBF2XKe8,18
@CNN,0.4019,Sun Nov 05 18:51:09 +0000 2017,0.0,0.828,0.172,@andyinTOONT @awarness2020 @CNN @jaketapper @HardballChris @SenWarren @HillaryClinton Yes we must beware of distrac… https://t.co/B5ytdqAlcx,19
@CNN,0.0,Sun Nov 05 18:51:09 +0000 2017,0.0,1.0,0.0,@brianstelter @JoyAnnReid @CNN https://t.co/a7h1j1zpB9,20
@CNN,-0.7579,Sun Nov 05 18:51:07 +0000 2017,0.261,0.69,0.05,They simply don’t want their viewers to only know what they tell them. Lying by omission is still lying @CNN https://t.co/8XY4tk845g,21
@CNN,0.4199,Sun Nov 05 18:51:06 +0000 2017,0.0,0.883,0.117,"RT @CernovichNews: Hi @CNN, we can't wait to see you jump all over @donnabrazile's claim that @HillaryClinton treated her ""like a slave!"" h…",22
@CNN,0.0,Sun Nov 05 18:51:06 +0000 2017,0.0,1.0,0.0,@CNN @brianstelter @brianstelter is SAaaaaaaavage 😂😂,23
@CNN,0.6696,Sun Nov 05 18:51:05 +0000 2017,0.0,0.776,0.224,RT @KimFeinberg: @CNN Children should have time disconnected as well for time out to be kids ! And interact with their friends,24
@CNN,0.0,Sun Nov 05 18:51:05 +0000 2017,0.0,1.0,0.0,@n_c2016 @JaredHylton @CNN @brianstelter Classic GOP: Russia first,25
@CNN,0.0,Sun Nov 05 18:51:03 +0000 2017,0.0,1.0,0.0,RT @ZenaMorse: @RodStryker @Fuctupmind @CNN Trump is proven Right time time &amp; time again,26
@CNN,-0.25,Sun Nov 05 18:51:02 +0000 2017,0.172,0.707,0.121,RT @atheistsresist: This is why I don’t watch @CNN. Giving this shill regular airtime is disgusting. https://t.co/IgtjteKa1q,27
@CNN,0.0,Sun Nov 05 18:51:02 +0000 2017,0.0,1.0,0.0,@1LordBaltimore @CNN @brianstelter But yet you follow them on Twitter you inbred,28
@CNN,0.0,Sun Nov 05 18:51:01 +0000 2017,0.0,1.0,0.0,@DutyOfAPatriot @CNN @brianstelter #CNNisFakeNews,29
@CNN,0.0,Sun Nov 05 18:51:00 +0000 2017,0.0,1.0,0.0,@stevehardmam @AnnaEileen5 @CNN @brianstelter I didn't send that question to you.  But now I know both these accoun… https://t.co/MaOssxp5I2,30
@CNN,-0.1154,Sun Nov 05 18:51:00 +0000 2017,0.106,0.807,0.087,@jaketapper why does @CNN keep torturing us with her? I respect wanting to be impartial but find someone else to in… https://t.co/Rz4Mijl0WV,31
@CNN,0.0,Sun Nov 05 18:50:59 +0000 2017,0.0,1.0,0.0,"RT @CNN: Sen. Feinstein on AG Sessions' testimony about Russia: ""I think he should come back and clarify it"" #CNNSOTU https://t.co/gPiao3H9…",32
@CNN,0.0772,Sun Nov 05 18:50:57 +0000 2017,0.0,0.933,0.067,@CNN @MSNBC @nytimes @KIRO7Seattle~ America~ Today's news may be the reason the Republicans want to rush their Tax… https://t.co/JCRkGVZh3V,33
@CNN,-0.128,Sun Nov 05 18:50:57 +0000 2017,0.255,0.588,0.157,RT @AnushayHossain: Seriously? @CNN should stop giving @KellyannePolls any air time. https://t.co/YWQdN2OazZ,34
@CNN,-0.5255,Sun Nov 05 18:50:56 +0000 2017,0.139,0.861,0.0,RT @President1Trump: How fake is @CNN you may  ask!.It’s so #Fake 2 reporters in split screen are right next to each other https://t.co/J7m…,35
@CNN,0.0,Sun Nov 05 18:50:56 +0000 2017,0.0,1.0,0.0,"@jaketapper @RepCharlieDent @realDonaldTrump Papadopoulos was a volunteer, genius. Don't tell me the producers at… https://t.co/WjTVsrXG8b",36
@CNN,0.0,Sun Nov 05 18:50:55 +0000 2017,0.0,1.0,0.0,RT @realGeoffHollnd: @sakurabruh @brianstelter @JeffreyGuterman @mollylyons @lacrossemom5 @MyraDSirois1 @TheRickWilson @CNN @KellyannePolls…,37
@CNN,-0.296,Sun Nov 05 18:50:55 +0000 2017,0.099,0.901,0.0,"RT @_Smorgasbord: @eugenegu @thebradfordfile @realDonaldTrump No, we don't make stuff up about our president.
You have to watch @cnn to get…",38
@CNN,0.4919,Sun Nov 05 18:50:53 +0000 2017,0.0,0.77,0.23,@CNN someplace we need to go is making sure pelosi is not the leader no more.,39
@CNN,0.0,Sun Nov 05 18:50:53 +0000 2017,0.0,1.0,0.0,"RT @CNN: .@brianstelter to Kellyanne Conway: ""We're not anti-Trump, Kellyanne. We're pro-truth."" https://t.co/V6VhiZMg0R",40
@CNN,0.6653,Sun Nov 05 18:50:53 +0000 2017,0.0,0.745,0.255,@sima_jon9 @stevehardmam @CNN @brianstelter I speak 3 languages... you're so smart how many do you  speak????,41
@CNN,0.0,Sun Nov 05 18:50:51 +0000 2017,0.0,1.0,0.0,"RT @CNN: .@brianstelter to Kellyanne Conway: ""Viewers see your pivoting...when I say Russia, you say Clinton"" https://t.co/lc5IdbzAP9",42
@CNN,0.0,Sun Nov 05 18:50:49 +0000 2017,0.0,1.0,0.0,@Masharky @_Smorgasbord @eugenegu @thebradfordfile @realDonaldTrump @CNN @POTUS https://t.co/UaqWd7I3Qj,43
@CNN,0.0,Sun Nov 05 18:50:48 +0000 2017,0.0,1.0,0.0,"@CNN @POTUS should deport traitors from @CNNPolitics to Siberia, if Siberia would take them. @jaketapper @wolfblitzer",44
@CNN,-0.34,Sun Nov 05 18:50:48 +0000 2017,0.145,0.763,0.092,@CNN Far too long world let Kim play- Watched him slay- All who opposed his way- Towards NK'S doomsday- His people… https://t.co/9UoCNGha3R,45
@CNN,0.0,Sun Nov 05 18:50:48 +0000 2017,0.0,1.0,0.0,"RT @nwsltrMe: ""Just own it"" @BrianStelter steps in it bringing up @Foxnews. @KellyannePolls quickly schools him about what @CNN once was bu…",46
@CNN,-0.5473,Sun Nov 05 18:50:48 +0000 2017,0.179,0.725,0.096,@CNN IF NK shoots a NUKE at US it will KILL 100K USA THAT'S better then 100K Koreans? NK CAN'T HAVE A NUKE GET THAT… https://t.co/TBZgUtD1Tx,47
@CNN,-0.4767,Sun Nov 05 18:50:47 +0000 2017,0.341,0.659,0.0,"@jaketapper Yea, starting with Fake News @CNN",48
@CNN,0.0,Sun Nov 05 18:50:47 +0000 2017,0.0,1.0,0.0,"RT @CNN: .@brianstelter to Kellyanne Conway: ""We're not anti-Trump, Kellyanne. We're pro-truth."" https://t.co/V6VhiZMg0R",49
@CNN,0.2584,Sun Nov 05 18:50:47 +0000 2017,0.0,0.893,0.107,@CNN @brianstelter Don't bother.  TraitorTrump paid Conning Conway to lie.  Her soul was sold to the highest bidder.,50
@CNN,0.0,Sun Nov 05 18:50:46 +0000 2017,0.0,1.0,0.0,RT @Harlan: I guess to @CNN being “pro-Truth” means having an anti-Trump pundit (@Acosta) as its chief WH correspondent? https://t.co/61Ob1…,51
@CNN,0.0,Sun Nov 05 18:50:45 +0000 2017,0.0,1.0,0.0,RT @RodStryker: @Fuctupmind @CNN  https://t.co/WFyetPS2qu,52
@CNN,0.4215,Sun Nov 05 18:50:45 +0000 2017,0.0,0.872,0.128,RT @1b72de52fc0a476: @ReliableSources @brianstelter @CNN Let's go after Fox Entertainment advertisers. Appears to be the only way to make t…,53
@CNN,-0.5859,Sun Nov 05 18:50:42 +0000 2017,0.242,0.758,0.0,Gonorrhea rates in Australia up 63% @CNN https://t.co/yKeQ3IBiMy Merican NRA likely to blame it on gun control?,54
@CNN,0.0,Sun Nov 05 18:50:42 +0000 2017,0.0,1.0,0.0,RT @sakurabruh: @realGeoffHollnd @brianstelter @JeffreyGuterman @mollylyons @lacrossemom5 @MyraDSirois1 @TheRickWilson @CNN @KellyannePolls…,55
@CNN,0.0,Sun Nov 05 18:50:41 +0000 2017,0.0,1.0,0.0,RT @RodStryker: @Fuctupmind @CNN  https://t.co/WFyetPS2qu,56
@CNN,0.4215,Sun Nov 05 18:50:41 +0000 2017,0.0,0.865,0.135,"RT @petefrt: Hillary: I'm donating Weinstein money to charity. #ClintonFoundation  #SlushFund

@abc @cbs @nbc @cnn @msnbc @pbs @NYTimes @Wa…",57
@CNN,0.0,Sun Nov 05 18:50:40 +0000 2017,0.0,1.0,0.0,"@CNN @brianstelter @CNN Pres Trump on11 day Asia trip,tax plan announced,great jobs report!Flipped to cnn&amp;msnbc&amp;sho… https://t.co/ieFk3qidn6",58
@CNN,0.34,Sun Nov 05 18:50:40 +0000 2017,0.0,0.87,0.13,RT @CNN: Alec Baldwin's President Trump shared a shower with Paul Manafort on @nbcsnl last night https://t.co/uHcj6PRTqU https://t.co/TXxi7…,59
